GiftId,TripId
41784,0
60842,0
78516,0
12657,0
46647,0
27977,0
99316,0
91266,0
41398,0
87306,0
15500,0
30284,0
81128,0
69548,0
62746,0
87017,0
5604,0
60009,0
40065,0
16207,0
21432,0
86893,0
9666,0
64645,0
92682,0
44197,0
93094,0
27507,0
87562,0
35632,0
49420,0
70288,0
31035,1
87231,1
59714,1
87580,1
83461,1
90746,1
45439,1
21641,1
42478,1
93268,1
74647,1
26949,1
24899,1
83725,1
72702,1
42237,1
38742,1
81208,1
75900,1
38462,1
21547,1
78958,2
9795,2
16246,2
71077,2
49281,2
20349,2
36231,2
64674,2
89184,2
60794,2
44698,2
48886,2
84314,2
69843,2
85684,2
67338,3
45129,3
69224,3
60622,3
83253,3
84357,3
99340,3
97727,3
79668,3
13870,3
87284,3
71685,3
71696,3
64717,3
82445,3
31732,3
2924,3
7673,3
38313,3
46597,3
2584,3
97777,3
87304,3
57068,3
202,3
48032,4
795,4
31043,4
56337,4
73765,4
64190,4
59939,4
24320,4
87432,4
65000,4
95199,4
71292,4
31380,4
78661,4
43219,4
27454,4
96135,4
11697,4
96937,4
19588,4
50502,4
57340,4
18777,4
14765,4
12839,5
33408,5
52203,5
90949,5
20844,5
22748,5
62149,5
52162,5
175,5
96588,5
26351,5
86864,5
40447,5
9093,5
98318,5
61221,5
9933,5
88815,5
30566,5
4716,5
68927,5
23273,6
17081,6
23367,6
46061,6
34682,6
76,6
65051,6
76625,6
88027,6
8312,6
11666,6
12683,6
91368,6
51560,6
60800,6
55433,6
14522,6
35331,6
84832,6
21193,6
19950,6
58612,6
57735,6
7011,6
93277,6
58041,6
50324,6
6429,6
34227,6
94257,6
95184,6
2036,6
59950,6
51708,6
57757,6
42817,7
23872,7
35681,7
88936,7
22300,7
61054,7
15722,7
58841,7
72353,7
97098,7
78775,7
23453,7
1223,7
67285,7
93214,7
22936,7
89388,7
11111,7
79794,7
74449,7
63650,7
9124,7
4947,7
86674,7
87938,7
2545,7
63861,8
75685,8
30623,8
82823,8
44870,8
45894,8
81783,8
7281,8
11984,8
95464,8
14369,8
79065,8
76088,8
63341,8
843,8
355,8
40019,8
60453,9
87668,9
84478,9
89297,9
92683,9
76890,9
43649,9
72193,9
30357,9
82110,9
96170,9
15227,9
78963,9
99250,9
9619,9
99719,9
71065,9
33158,9
75125,9
21450,9
88229,9
19968,9
88180,9
93817,9
31033,9
10044,10
12301,10
24761,10
24597,10
8501,10
39039,10
15103,10
97858,10
85442,10
76530,10
25090,10
56013,10
23245,10
94016,10
79560,10
52167,10
91081,10
33769,10
17279,10
93596,10
96803,10
45663,10
87610,10
50049,10
37291,10
4728,11
44057,11
75448,11
6408,11
27048,11
81945,11
11171,11
26057,11
41593,11
97466,11
27447,11
77753,11
74173,11
5532,11
50567,11
45138,11
12002,11
90374,11
67013,11
16226,11
59629,11
19539,11
3273,11
42727,11
42692,11
64716,11
64123,11
92484,11
57137,11
24665,12
47425,12
53630,12
71330,12
6438,12
9096,12
16761,12
24490,12
54001,12
33305,12
2058,12
10130,12
6021,12
7939,12
32048,12
90851,12
45400,12
86855,12
31567,12
52150,12
57126,12
71025,12
83274,12
66160,12
43974,12
69380,12
42049,12
66762,12
33123,12
10771,12
64390,13
11877,13
83408,13
11921,13
84038,13
19200,13
50873,13
54702,13
84974,13
83664,13
19925,13
79655,13
3093,13
74073,13
83463,13
65322,13
99412,13
80453,13
99615,13
78763,13
10459,13
5842,13
37519,13
77724,13
82120,13
63389,13
55753,13
60333,13
29648,14
43352,14
61297,14
47573,14
75530,14
30849,14
30038,14
18291,14
92816,14
30617,14
84074,14
16034,14
33704,14
35526,14
29278,14
22912,14
4188,14
93713,14
45805,14
