GiftId,TripId
91266,0
46647,0
60842,0
30284,0
15500,0
87562,0
87306,0
41784,0
41398,0
27507,0
16246,0
44197,0
99316,0
27977,0
12657,0
78516,0
21547,0
83461,0
21641,0
90746,0
26949,0
42478,0
5604,1
62746,1
69548,1
21432,1
70288,1
59714,1
86893,1
93094,1
81128,1
87580,2
92682,2
64645,2
81208,2
9666,2
60009,2
38462,2
74647,2
38742,2
42237,2
45439,2
87017,2
93268,2
72702,2
83725,2
87231,2
78958,2
20349,2
16207,2
97727,2
44698,2
49281,2
82445,2
24899,2
75900,2
99340,2
71685,2
71077,2
64717,2
31035,2
35632,2
49420,2
40065,2
84314,3
64674,3
83253,3
60622,3
69224,3
60794,3
45129,3
85684,3
89184,3
67338,3
36231,3
48886,3
13870,3
69843,3
71696,3
84357,4
87284,4
79668,4
64190,4
87304,4
48032,4
2584,4
59939,4
31043,4
2924,4
202,4
9795,4
38313,5
57068,5
73765,5
65000,5
56337,5
7673,5
87432,5
95199,5
97777,5
795,5
31732,5
90949,5
52203,5
24320,5
31380,5
20844,5
46597,5
78661,5
33408,5
71292,5
62149,6
14765,6
18777,6
27454,6
50502,6
43219,6
26351,6
98318,6
19588,6
57340,6
12839,6
11697,6
23367,6
65051,6
96588,6
96135,6
12683,6
23273,6
68927,6
88027,6
9093,6
4716,6
76,6
30566,6
96937,6
88815,7
8312,7
76625,7
9933,7
175,7
40447,7
61221,7
22748,7
52162,7
46061,7
86864,7
55433,7
84832,7
60800,7
14522,7
93277,7
58612,7
51708,7
51560,7
19950,7
59950,7
7011,7
2036,7
11666,7
91368,7
35681,7
95184,7
34227,7
57735,7
17081,7
23872,8
42817,8
61054,8
97098,8
22300,8
72353,8
57757,8
35331,8
21193,8
50324,8
88936,8
94257,8
34682,8
81945,8
6429,8
4947,8
30623,8
58041,8
1223,9
75685,9
22936,9
23453,9
79794,9
63650,9
11111,9
45894,9
58841,9
2545,9
44870,9
9124,9
15722,9
93214,9
67285,9
82823,9
87938,9
86674,9
92484,9
90374,9
96170,9
74449,9
7939,9
9619,9
843,9
72193,9
92683,9
78775,9
89388,10
63861,10
82110,10
78963,10
14369,10
76890,10
95464,10
21450,10
99719,10
77297,10
33158,10
81783,10
60453,10
15227,10
43649,10
99250,11
84478,11
63341,11
11984,11
76088,11
87668,11
40019,11
355,11
15103,11
7281,11
79065,11
71065,11
93817,11
97858,11
12301,11
19968,11
8501,11
53590,11
24597,11
75125,11
88229,11
24761,11
10044,11
88180,11
91081,11
30357,11
39039,11
89297,11
31033,12
76530,12
33769,12
79560,12
85442,12
94016,12
25090,12
93596,12
17279,12
23245,12
56013,12
45663,12
96803,12
50567,12
77753,12
11171,12
52167,12
26057,12
41593,12
74173,12
6408,12
4728,12
5532,13
37291,13
75448,13
27048,13
27447,13
53630,13
59629,13
44057,13
97466,13
16226,13
67013,13
45138,13
50049,13
24665,13
57137,13
87610,13
19539,13
52150,14
71025,14
71330,14
31567,14
6021,14
90851,14
12002,14
42692,14
42727,14
33305,14
2058,14
9096,14
54001,14
6438,14
47425,14
10130,14
3273,14
57126,14
64716,14
24490,14
86855,14
64123,14
16761,14
74073,14
45400,14
83664,15
11921,15
83408,15
42049,15
69380,15
66160,15
10771,15
19925,15
19200,15
43974,15
65322,15
32048,15
83463,15
66762,15
84038,15
54702,15
83274,15
10459,15
33123,15
99412,15
79655,15
84974,15
3093,15
64390,15
11877,15
50873,15
77724,15
82120,15
80453,15
99615,15
63389,15
93713,16
61297,16
30849,16
29648,16
4188,16
60333,16
14612,16
30617,16
13245,16
22912,16
78763,16
92816,16
75530,16
49473,16
8798,16
84074,16
32200,16
23471,17
4754,17
37519,17
4123,17
29278,17
63273,17
52414,17
92013,17
5842,17
43352,17
47573,17
35526,17
33704,17
45805,17
50580,17
18291,17
46935,18
94149,18
65462,18
30038,18
16034,18
26488,18
93996,18
64592,18
13876,18
95891,18
55302,18
5869,18
72775,18
47484,18
19947,18
15680,18
77069,18
33413,18
87957,18
687,18
56150,18
55753,18
64604,19
70590,19
36259,19
31321,19
66855,19
59804,19
36573,19
57434,19
63689,19
87532,19
74094,19
42432,19
43522,19
34649,19
12337,19
8221,19
61436,19
31096,19
15100,19
67195,20
21923,20
47954,20
95862,20
68780,20
33737,20
33899,20
11427,20
40414,20
75135,20
45694,20
79890,20
13390,20
68312,20
14859,20
28875,20
38790,20
36600,20
19941,21
44520,21
68948,21
68974,21
41619,21
3104,21
31730,21
61187,21
36627,21
30863,21
12432,21
37110,21
61364,21
82995,21
48150,21
34713,21
39720,21
99301,21
76394,22
62837,22
14852,22
74403,22
67659,22
54938,22
18854,22
37431,22
257,22
51725,22
15333,22
67529,22
51385,22
51778,22
26300,22
49582,22
92707,22
17359,22
98435,22
36782,23
87392,23
66501,23
50812,23
87687,23
11895,23
38279,23
54583,23
70807,23
17011,23
29006,23
58755,23
29687,23
67565,23
68581,24
43796,24
51370,24
88212,24
16963,24
53976,24
83649,24
67913,24
6266,24
26960,24
71056,24
51157,24
32123,24
35147,24
41800,25
33472,25
8249,25
61748,25
8815,25
40774,25
72898,25
69175,25
57743,25
5644,25
14578,25
94481,25
30515,25
77786,25
43675,25
63080,25
90814,25
86358,25
45656,25
60549,26
43692,26
77688,26
59476,26
21280,26
53649,26
45004,26
89215,26
85859,26
83794,26
32247,26
54419,26
50343,26
59825,26
84268,26
20157,26
36144,26
88618,26
68995,26
22409,27
20952,27
69901,27
94332,27
34527,27
36741,27
80071,27
53893,27
33498,27
88750,27
15548,27
23823,27
29373,27
29907,27
37922,28
70374,28
59672,28
84358,28
87043,28
32542,28
26772,28
93692,28
50489,28
20883,28
62386,28
74000,28
81933,28
86070,28
5808,28
22411,28
6054,28
79519,28
123,28
93471,28
59054,29
8512,29
24860,29
63355,29
22194,29
27903,29
90769,29
7499,29
97491,29
39978,29
88014,29
5635,29
49918,29
72915,29
90773,29
64062,29
34325,29
78768,29
81172,29
32956,29
40759,29
91562,29
85418,29
38247,29
68814,29
79751,30
16434,30
59710,30
32424,30
94288,30
94539,30
46903,30
74767,30
14636,30
18216,30
93872,30
63815,30
9931,30
67421,30
36236,30
87472,30
35870,30
72468,30
8165,30
41804,30
47672,30
46116,31
34239,31
88380,31
33839,31
86120,31
64006,31
59914,31
20890,31
55580,31
33521,31
59982,31
36377,31
44009,31
55346,31
7870,32
14605,32
40301,32
40622,32
70005,32
61462,32
9799,32
46513,32
4280,32
26916,32
52533,32
51427,32
39053,32
67268,32
54154,33
72991,33
38230,33
60585,33
65277,33
70455,33
99785,33
99662,34
52239,34
88963,34
97293,34
82828,34
6907,34
35224,34
39554,34
11609,34
61109,34
1490,34
374,34
85742,34
76777,34
54150,34
57763,34
22068,34
5393,34
8592,35
60182,35
46224,35
50053,35
31902,35
65017,35
58878,35
30110,35
2715,35
47723,35
51689,35
89982,35
92800,35
26208,35
30127,35
99181,35
14228,35
46191,36
63325,36
25761,36
18496,36
59196,36
13328,36
75200,36
23807,36
3783,36
68100,36
42676,36
10315,36
98921,36
31210,36
20699,36
65336,36
66834,36
98642,36
73381,36
24110,36
30575,36
92132,36
65472,36
72217,36
92822,36
86529,36
17919,36
32910,37
14174,37
63312,37
94388,37
78635,37
52778,37
83815,37
51970,37
80094,37
67590,37
63506,37
14146,37
72396,37
50054,37
39883,37
86978,37
96665,37
45055,37
3787,37
24186,38
7473,38
9195,38
50380,38
39968,38
84805,38
28111,38
66788,38
42777,38
19531,38
52416,38
21875,38
76464,38
65106,38
63546,38
64922,39
6279,39
47391,39
